"Numbers"|"ID"|"Handle"|"Image Src"|"status"|"text"
"63"|"8910401012014"|"louis-vuitton-fw21-logo-1a8qv7"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_d399f7b6-29e4-4624-86bb-724ece505e5e.jpg?v=1721272011"|"200"|""
"64"|"8910401012014"|"louis-vuitton-fw21-logo-1a8qv7"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_42d7f168-889c-4525-98f6-1ae7bf26ff46.jpg?v=1721272011"|"200"|""
"65"|"8910401012014"|"louis-vuitton-fw21-logo-1a8qv7"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_7fd9cfdd-4df3-48d0-bd55-166c0cd0404b.jpg?v=1721272011"|"200"|""
"66"|"8910403010862"|"louis-vuitton-ss21-t-men-s-1a8qwa"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_85a88e20-14a9-4c42-bc90-c59bcabb2f9d.jpg?v=1700770789"|"200"|""
"67"|"8910403010862"|"louis-vuitton-ss21-t-men-s-1a8qwa"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_9e2a6481-54c5-415c-89d4-03d7d41449f9.jpg?v=1700770789"|"200"|""
"68"|"8910403010862"|"louis-vuitton-ss21-t-men-s-1a8qwa"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_645c313f-12f3-46e6-9819-920b51473e3a.jpg?v=1700770789"|"200"|""
"69"|"8910400061742"|"louis-vuitton-lv-frontrow-1a2xok"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_cae2a09f-1959-47ad-82ec-5f2cc14892c0.jpg?v=1724047831"|"200"|"BROADIRA ZIRON"
"70"|"8910400061742"|"louis-vuitton-lv-frontrow-1a2xok"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_372fc773-43f1-4c28-b65c-a750a0e759a8.jpg?v=1724047831"|"200"|""
"71"|"8910400061742"|"louis-vuitton-lv-frontrow-1a2xok"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_22170ea5-e058-4718-8731-1fcfc881da71.jpg?v=1724047831"|"200"|"INUR S207"
"72"|"8910400061742"|"louis-vuitton-lv-frontrow-1a2xok"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_59241049-c836-4b07-a80a-f9eef3c9ae62.jpg?v=1724047831"|"200"|""
"73"|"8910403633454"|"louis-vuitton-x-nba-fw21-logo-tee-1a8x0w"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_b5ecd56e-beae-47bf-ad05-1f8318a8480d.jpg?v=1724052904"|"200"|""
"74"|"8910405304622"|"louis-vuitton-half-damier-tee-1a8hbp"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_991f59ed-9b3a-4088-9fae-0a41d1bb74c1.jpg?v=1721269126"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '468'}"
"75"|"8910405304622"|"louis-vuitton-half-damier-tee-1a8hbp"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_d59b7716-d26f-4ea4-b092-f2b6808eefae.jpg?v=1721269126"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '453'}"
"76"|"8910405304622"|"louis-vuitton-half-damier-tee-1a8hbp"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_6f76a7c9-f3e5-4a12-b956-2742aedebed9.jpg?v=1721269126"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '234'}"
"77"|"8910404059438"|"louis-vuitton-fw21-logo-tee-1a5d0z"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_2d4aa75a-b83d-46e5-b973-faff207010c5.jpg?v=1724053049"|"200"|""
"78"|"8910404059438"|"louis-vuitton-fw21-logo-tee-1a5d0z"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_56b41549-2f6a-4843-b572-2db9644b505f.jpg?v=1724053049"|"200"|""
"79"|"8910404059438"|"louis-vuitton-fw21-logo-tee-1a5d0z"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_a59e8f10-140f-4800-a543-1b103eb1f6ad.jpg?v=1724053049"|"200"|""
"80"|"8910404059438"|"louis-vuitton-fw21-logo-tee-1a5d0z"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_28a4ae36-328a-4d6d-b4ee-edf125f05a6d.jpg?v=1724053049"|"200"|""
"81"|"8910401503534"|"louis-vuitton-fw21-logo-1a3lsd"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_64205f14-15a5-4c95-8c52-062a6488962a.jpg?v=1724255369"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '468'}"
"82"|"8910401503534"|"louis-vuitton-fw21-logo-1a3lsd"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_afa63174-0dc4-49ba-b6aa-c4e52fde7717.jpg?v=1724255369"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '484'}"
"83"|"8910401503534"|"louis-vuitton-fw21-logo-1a3lsd"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_89fc286b-182a-4b7d-9a2c-f130d62a58dd.jpg?v=1724255369"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '484'}"
"84"|"8910401503534"|"louis-vuitton-fw21-logo-1a3lsd"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_4f32cfce-c089-4f9e-a322-9a0e44c2aeb0.jpg?v=1724255369"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '234'}"
"85"|"8910404845870"|"louis-vuitton-fw21-maison-louis-vuitton-lv-logo-tee-1a99zm"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_53871274-bd91-499f-b3a9-6b19def63e0b.jpg?v=1724047626"|"200"|"MAISON
LOUIS
NUATION"
"86"|"8910404845870"|"louis-vuitton-fw21-maison-louis-vuitton-lv-logo-tee-1a99zm"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_73ca6db7-83db-4952-b647-5bf82cf5c9f6.jpg?v=1724047626"|"200"|"MAISON
LOUIS
VUITON"
"87"|"8910404845870"|"louis-vuitton-fw21-maison-louis-vuitton-lv-logo-tee-1a99zm"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_b48eeeac-7a1e-436b-9dbe-1704b38bc8ce.jpg?v=1724047626"|"200"|""
"88"|"8910404845870"|"louis-vuitton-fw21-maison-louis-vuitton-lv-logo-tee-1a99zm"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_82252ec3-fe06-43e6-bea8-d62b3f7fa508.jpg?v=1724047626"|"200"|"MAISON
LOUS
NUINGY"
"89"|"8910405271854"|"louis-vuitton-lv-vegetal-tee-1a7qo"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_f14afe6e-573a-4143-8a19-16f0f599c969.jpg?v=1724052456"|"200"|""
"90"|"8910405271854"|"louis-vuitton-lv-vegetal-tee-1a7qo"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_01d1a67a-6476-4460-b733-5550fc9a1918.jpg?v=1724052456"|"200"|""
"91"|"8910405271854"|"louis-vuitton-lv-vegetal-tee-1a7qo"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_6bd83085-a0a5-46f4-b977-782fca6b7524.jpg?v=1724052456"|"200"|""
"92"|"8910401372462"|"louis-vuitton-lv-1a46vv"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_598dcf13-6440-4721-b10f-4eba09b2c1c1.jpg?v=1724255483"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '281'}"
"93"|"8910401372462"|"louis-vuitton-lv-1a46vv"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_57d97559-896a-4a31-99cf-0b8ea2266e19.jpg?v=1724255483"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '453'}"
"94"|"8910401372462"|"louis-vuitton-lv-1a46vv"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_0c916d1f-aae3-45ce-946e-f9867bc659a4.jpg?v=1724255483"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '250'}"
"95"|"8910403076398"|"louis-vuitton-monogram-3d-tee-1a5vi3"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_35f0a7c1-d7ef-4ee9-8bb8-dd437984a787.jpg?v=1724049109"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '687'}"
"96"|"8910403076398"|"louis-vuitton-monogram-3d-tee-1a5vi3"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_253caecc-1f78-4716-9657-9aa772ae618c.jpg?v=1724049109"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '468'}"
"97"|"8910403076398"|"louis-vuitton-monogram-3d-tee-1a5vi3"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_57ceba23-7a79-4800-9d2e-dd8269be752f.jpg?v=1724049109"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '219'}"
"98"|"8910403076398"|"louis-vuitton-monogram-3d-tee-1a5vi3"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_76c7f791-ac50-41ca-bf7b-6f7879c0d495.jpg?v=1724049109"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '296'}"
"99"|"8910403043630"|"louis-vuitton-1a5ph"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_6cf53eb9-5720-4d12-8e93-58db87ee69ee.jpg?v=1724048981"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '500'}"
"100"|"8910403043630"|"louis-vuitton-1a5ph"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_f8aa23ed-50f0-4949-9e12-cb541df8728b.jpg?v=1724048981"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '484'}"
"101"|"8910403043630"|"louis-vuitton-1a5ph"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_dbabcffe-9def-47d6-9a8d-e0fd29c318ae.jpg?v=1724048981"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '453'}"
"102"|"8910403043630"|"louis-vuitton-1a5ph"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_0a9f4a54-c496-45f7-8843-e3f0e80d5628.jpg?v=1724048981"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '437'}"
"103"|"8910402453806"|"louis-vuitton-x-nba-fw21-logo-hly12wdm0900"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_e82e9097-ed64-441c-8e2b-7d99e5f2f0e0.jpg?v=1724052866"|"200"|""
"104"|"8910402453806"|"louis-vuitton-x-nba-fw21-logo-hly12wdm0900"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_84523550-d0c6-40e6-8908-04fdd65ac48e.jpg?v=1724052866"|"200"|""
"105"|"8910402126126"|"louis-vuitton-lv-1a5vh"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_d4df3c61-e18a-416c-9c24-1d28cfaa75a1.jpg?v=1724053129"|"200"|""
"106"|"8910402126126"|"louis-vuitton-lv-1a5vh"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_b4524b32-4efd-41c0-a6cf-11e76fc362ef.jpg?v=1724053130"|"200"|""
"107"|"8910402126126"|"louis-vuitton-lv-1a5vh"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_f1881bfb-c62f-4d90-a589-ca760e8705c7.jpg?v=1724053130"|"200"|""
"108"|"8910402126126"|"louis-vuitton-lv-1a5vh"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_0517fb7a-04f8-4fd6-945f-203e65eefc92.jpg?v=1724053130"|"200"|""
"109"|"8910402126126"|"louis-vuitton-lv-1a5vh"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/4_540x_fbbe58aa-7bd2-45fd-9369-6eab98178ddc.jpg?v=1724053130"|"200"|""
"110"|"8910406582574"|"louis-vuitton-holy-mountain-tee-1a5dj"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_c0aa4531-c3a3-40d4-9343-db90e53cb072.jpg?v=1721664991"|"200"|"Winder of the Told"
"111"|"8910406582574"|"louis-vuitton-holy-mountain-tee-1a5dj"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_22832568-468c-4010-b324-b33e61a1796f.jpg?v=1721664991"|"200"|""
"112"|"8910406582574"|"louis-vuitton-holy-mountain-tee-1a5dj"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_54637ddc-eca9-4c7e-b945-cdc0a40e64fd.jpg?v=1721664991"|"200"|""
"113"|"8910406582574"|"louis-vuitton-holy-mountain-tee-1a5dj"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_6a2356ce-cf6f-47f2-80bf-71bfa2cc1b4c.jpg?v=1721664991"|"200"|""
"114"|"8910406582574"|"louis-vuitton-holy-mountain-tee-1a5dj"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/4_540x_f37a0ce6-7da8-444c-bd92-56b374addef7.jpg?v=1721664991"|"200"|"Imagme
Wonder of the
World"
"115"|"8910401863982"|"louis-vuitton-fw21-logo-1a9fp9"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_0fba37fe-6104-4ed8-93e9-43cdacc92437.jpg?v=1721665598"|"200"|""
"116"|"8910401863982"|"louis-vuitton-fw21-logo-1a9fp9"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_87bb6e19-6e45-4371-9810-91bb5677bb92.jpg?v=1721665598"|"200"|""
"117"|"8910401863982"|"louis-vuitton-fw21-logo-1a9fp9"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_711570e7-5f5c-4e09-8c9b-7c6ab31f74eb.jpg?v=1721665598"|"200"|""
"118"|"8910401863982"|"louis-vuitton-fw21-logo-1a9fp9"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_1da97770-c4d7-4495-8ccf-ebee099450a7.jpg?v=1721665598"|"200"|""
"119"|"8910404354350"|"louis-vuitton-lv-fw21-tee-1a97oc"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_5f6ad798-cef0-4976-bfb3-83fc1ee1c99c.jpg?v=1724052578"|"200"|""
"120"|"8910400454958"|"louis-vuitton-fw21-men-s-yellow-1a9fpu"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_59875ab1-b241-47d6-85f5-45ec5cf350ab.jpg?v=1721665164"|"200"|""
"121"|"8910400454958"|"louis-vuitton-fw21-men-s-yellow-1a9fpu"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_beef16ba-4ce2-4469-9751-94074bdb9b90.jpg?v=1721665164"|"200"|""
"122"|"8910400454958"|"louis-vuitton-fw21-men-s-yellow-1a9fpu"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_6fa86f6c-1369-455b-86be-fe9686d711b3.jpg?v=1721665164"|"200"|""
"123"|"8910400454958"|"louis-vuitton-fw21-men-s-yellow-1a9fpu"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_085a77dd-9d17-4ebb-b94d-04a4c4ebcb23.jpg?v=1721665164"|"200"|""
"124"|"8910404944174"|"louis-vuitton-lv-ss21-tee-1a8r56"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_5cd68f64-981f-4af5-bb03-5859342d6448.jpg?v=1724255033"|"200"|""
"125"|"8910404944174"|"louis-vuitton-lv-ss21-tee-1a8r56"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_e14dfa30-2482-4b15-b58a-ebbf57a79d8f.jpg?v=1724255033"|"200"|""
"126"|"8910404944174"|"louis-vuitton-lv-ss21-tee-1a8r56"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_51c5fa24-e894-4b5b-a44a-92a7a1b72ddf.jpg?v=1724255033"|"200"|""
"127"|"8910404944174"|"louis-vuitton-lv-ss21-tee-1a8r56"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_0915aabe-219b-4dc0-b0c3-dea5e628e5be.jpg?v=1724255033"|"200"|""
"128"|"8910404944174"|"louis-vuitton-lv-ss21-tee-1a8r56"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/4_540x_f400f8ee-c1ec-48e0-afad-4410216d6eb6.jpg?v=1724255033"|"200"|""
"129"|"8910401437998"|"louis-vuitton-fw21-logo-1a9fpg"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_5a0d96d2-fd78-4ab5-b09a-43774ea9b3fe.jpg?v=1724255224"|"200"|""
"130"|"8910401437998"|"louis-vuitton-fw21-logo-1a9fpg"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_c660eabc-d6b7-4c39-8e32-8def1bbcc699.jpg?v=1724255224"|"200"|""
"131"|"8910401437998"|"louis-vuitton-fw21-logo-1a9fpg"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_6a58f215-5506-49b4-83c4-3f707fee46a9.jpg?v=1724255224"|"200"|""
"132"|"8910401437998"|"louis-vuitton-fw21-logo-1a9fpg"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_02e8aa6e-3172-464b-b92c-3a386939c897.jpg?v=1724255224"|"200"|""
"133"|"8910400913710"|"louis-vuitton-ss21-2054-men-s-black-1a8hdt"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_feea463b-795d-4076-8782-45a065fa6c66.jpg?v=1724048582"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '484'}"
"134"|"8910400913710"|"louis-vuitton-ss21-2054-men-s-black-1a8hdt"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_0d43a339-064e-419d-8b24-559c68c22058.jpg?v=1724048582"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '453'}"
"135"|"8910400913710"|"louis-vuitton-ss21-2054-men-s-black-1a8hdt"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_dd8c26d7-bc39-4a52-b1cd-f212772d1bfb.jpg?v=1724048582"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '265'}"
"136"|"8910400913710"|"louis-vuitton-ss21-2054-men-s-black-1a8hdt"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_e7c5c4cf-22c9-484c-bfb8-d7cc54993a6e.jpg?v=1724048582"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '515'}"
"137"|"8910402683182"|"louis-vuitton-jacquard-t-shirt-with-cloud-pattern-for-men-blue-1a8a7x"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_0ebe04a4-4751-4465-aecd-2cac0c3027d4.jpg?v=1721267216"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '437'}"
"138"|"8910402683182"|"louis-vuitton-jacquard-t-shirt-with-cloud-pattern-for-men-blue-1a8a7x"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_e2dd8916-f4f0-4770-817a-0dc543c51cd8.jpg?v=1721267216"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '265'}"
"139"|"8910402683182"|"louis-vuitton-jacquard-t-shirt-with-cloud-pattern-for-men-blue-1a8a7x"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_458096fa-a601-47f8-8361-f3c73920b1dc.jpg?v=1721267216"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '468'}"
"140"|"8910400684334"|"louis-vuitton-fw21-men-s-green-1a9fqt"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_baef7a02-d424-4c27-8dcb-f6edc08ea870.jpg?v=1722187922"|"200"|""
"141"|"8910403928366"|"louis-vuitton-logo-tee-1a40r"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_efcfa811-e3b1-4adf-9ebb-96f969405171.jpg?v=1724052893"|"200"|""
"142"|"8910403928366"|"louis-vuitton-logo-tee-1a40r"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/1_540x_01e4f0f7-3e44-4458-bb46-64386c504e23.jpg?v=1724052893"|"200"|""
"143"|"8910403928366"|"louis-vuitton-logo-tee-1a40r"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/2_540x_c9c8a0d3-c520-4c70-ab1a-315951b55830.jpg?v=1724052894"|"200"|""
"144"|"8910403928366"|"louis-vuitton-logo-tee-1a40r"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/3_540x_b06efd1c-20e5-4e81-818e-22bda770e860.jpg?v=1724052894"|"200"|""
"145"|"8910400651566"|"louis-vuitton-ss22-men-s-black-1a9svu"|"https://cdn.shopify.com/s/files/1/0729/7934/9806/files/main-square_540x_aeef33ed-194c-4744-ac49-3e7f422f034d.jpg?v=1724048536"|"invalid"|"{'OCRExitCode': 99, 'IsErroredOnProcessing': True, 'ErrorMessage': ['Unable to recognize the file type', ""E216:Unable to detect the file extension, or the file extension is incorrect, and no 'file type' provided in request. Please provide a file with a proper content type or extension, or provide a file type in the request to manually set the file extension.""], 'ProcessingTimeInMilliseconds': '265'}"
